year,Base case cost,Modeled non-residential ashp
2017,154407.774236,236671.261933
2018,164367.748096,247089.538179
2019,177884.855477,261568.198861
2020,184287.695816,267988.336625
2021,188911.969394,272408.68145
2022,192113.389563,275232.713151
2023,194247.669676,276863.922509
2024,196026.236436,278109.758238
2025,198160.516549,279777.679499
2026,201006.223366,282271.208415
2027,203140.503479,283974.140877
2028,204919.07024,285290.018701
2029,207409.063705,287430.287682
2030,209187.630465,288778.772226
2031,211677.62393,290950.883708
