year,Base case cost,Modeled residential ashp
2017,1379346.96578,806566.657724
2018,1532191.72244,847549.361769
2019,1733042.41689,894989.241209
2020,1844293.55617,929534.97298
2021,1925995.49121,960099.969683
2022,1993081.48121,988833.255929
2023,2049086.51963,1016073.76652
2024,2097704.25698,1042319.09335
2025,2150967.58733,1070013.95453
2026,2210157.21657,1094046.93867
2027,2268859.4253,1123984.61958
2028,2305263.97234,1138016.7561
2029,2376728.02554,1177520.22284
2030,2427872.82685,1212684.73092
2031,2497862.65647,1247517.91543
