year,Base case cost,Modeled non-residential ashp
2017,1592176.03716,1482993.83782
2018,1744071.72852,1589320.82177
2019,1952385.81954,1735140.68548
2020,2056542.86504,1808050.61734
2021,2125980.89538,1856657.23857
2022,2178059.41813,1893112.2045
2023,2217118.3102,1920453.42895
2024,2247497.44847,1941718.82574
2025,2282216.46364,1966022.13636
2026,2329955.1095,1999439.18846
2027,2369014.00156,2026780.4129
2028,2399393.13984,2048045.80969
2029,2442791.9088,2078424.94797
2030,2464491.29328,2093614.5171
2031,2512229.93914,2127031.5692
