year,Base case cost,Modeled non-residential ashp
2017,602754.478458,717779.182372
2018,648216.373458,749336.160854
2019,710667.018458,793382.585021
2020,739751.758458,813020.672454
2021,760002.348458,826224.854975
2022,774952.448458,835583.463759
2023,785349.563458,841643.327152
2024,793843.938458,846345.506303
2025,804105.143458,852377.982094
2026,816404.998458,859939.091576
2027,826938.023458,866239.594753
2028,835432.398458,871079.521217
2029,847052.703458,878242.381394
2030,862314.422841,890277.012244
2031,875005.700341,898319.203415
