year,Base case cost,Modeled residential ashp
2017,74081.0052187,83142.5652994
2018,78888.1937127,87063.4534057
2019,85443.4507499,92410.1190052
2020,88356.898322,94786.4148272
2021,90396.3116225,96449.8219026
2022,91998.7077872,97756.7846047
2023,93018.4144374,98588.4881424
2024,93892.448709,99301.376889
2025,86896.0221941,92116.9472615
2026,87962.9751209,92969.0394883
2027,88896.5589319,93714.6201868
2028,89696.7736271,94353.6893569
2029,99136.6543388,103578.709369
2030,99865.0162318,104172.783324
2031,101030.395261,105123.301653
