year,Base case cost,Modeled residential ashp
2017,62352.5220379,355341.231865
2018,67199.836923,351199.498445
2019,75424.9687379,349211.800951
2020,78584.3931335,344893.722455
2021,82521.1155854,342055.926772
2022,84202.1346306,337565.888548
2023,86978.6825662,334675.383986
2024,87978.3075058,330219.295602
2025,89263.5395711,325967.553251
2026,92418.1284728,323597.918888
2027,93582.3061142,319537.972624
2028,94600.9615504,315533.462219
2029,97850.7029351,313572.001707
2030,98591.9071728,309684.679029
2031,102060.574107,308042.151171
