year,Base case cost,Modeled non-residential ashp
2017,22622.1858175,63406.4982052
2018,24380.8453627,63874.149616
2019,26823.4280644,64785.5480193
2020,27947.0161072,64884.3943069
2021,28777.4942257,64813.639342
2022,29363.7140741,64603.5833414
2023,29754.5273064,64284.5343361
2024,30096.4888846,63948.0737532
2025,30536.1537709,63685.7905498
2026,31024.6703112,63466.7491972
2027,31415.4835435,63198.7553475
2028,31757.4451217,62912.1533183
2029,32245.9616621,62729.1930743
2030,32490.2199322,62404.5358628
2031,33027.5881266,62274.8752221
