year,Base case cost,Modeled non-residential ashp
2017,873997.174366,935310.389547
2018,939728.29999,997679.763607
2019,1029758.76653,1083681.31161
2020,1076969.67245,1128205.43973
2021,1118189.42294,1167175.148
2022,1145945.76826,1192916.35727
2023,1168761.83343,1213901.14424
2024,1188466.06255,1231906.92331
2025,1217152.32756,1258876.0469
2026,1242456.9941,1282393.88685
2027,1266194.81064,1304425.23127
2028,1286607.72869,1323261.58024
2029,1310711.49508,1345716.97553
2030,1329577.77192,1363113.67657
2031,1355805.88693,1387698.57594
