year,Base case cost,Modeled residential ashp
2017,2716214.31042,3335635.44998
2018,2859790.29688,3466660.90851
2019,3087900.78164,3676782.30323
2020,3184641.09607,3765573.94996
2021,3266332.40046,3841408.34131
2022,3327982.8726,3898875.30415
2023,3379678.03858,3947223.66267
2024,3426946.87765,3992400.74709
2025,3474055.05023,4036580.46315
2026,3520758.394,4079518.64854
2027,3557083.21693,4112915.01495
2028,3599474.17622,4152795.86865
2029,3652504.09613,4202478.98111
2030,3678613.1731,4226496.30342
2031,3725609.51164,4269727.48358
