year,Base case cost,Modeled non-residential ashp
2017,322388.489909,351339.671793
2018,348753.051832,376138.421507
2019,389114.456539,414526.416214
2020,404741.559785,428987.122646
2021,414181.351708,437497.84312
2022,423815.386416,446363.980264
2023,427145.507016,449011.230947
2024,428436.610262,449704.278646
2025,430536.610862,451176.93803
2026,438938.965569,458884.498534
2027,440817.587492,460152.530317
2028,441642.849415,460413.248275
2029,445059.198692,463159.054644
2030,444718.129292,462307.005858
2031,447830.111215,464763.67989
