year,Base case cost,Modeled residential energy efficiency
2017,464701.069107,459867.437219
2018,484526.364295,473388.721478
2019,521507.71108,502329.895132
2020,530996.535989,507192.779829
2021,534668.339692,507237.45767
2022,543398.811229,513016.894788
2023,541369.341381,508389.777163
2024,537420.155741,502195.593592
2025,534126.990397,496526.435169
2026,541593.766438,501324.545155
2027,537967.82658,495380.480723
2028,533338.623454,488622.049253
2029,530894.508076,483593.046688
2030,525102.888654,475887.068338
2031,522195.782648,470447.706252
2032,529011.478118,474756.539695
2033,525713.723769,468976.722204
2034,533142.034164,473786.21195
2035,537599.020401,476291.928244
2036,534537.701092,470658.534092
