year,annotation,consumption,consumption residential,consumption non-residential
2003,,2375659.0,1080720.0,1294939.0
2004,,2436876.0,1159537.0,1277339.0
2005,,2443259.0,1144706.0,1298553.0
2006,,2448655.0,1146549.0,1302106.0
2007,,2424733.0,1150529.0,1274204.0
2008,,2484113.0,1203668.0,1280445.0
2009,,2505714.0,1241130.0,1264584.0
2010,,2615029.0,1209656.0,1405373.0
2011,,2734607.0,1247829.0,1486778.0
2012,,2921036.0,1329308.0,1591728.0
2013,,2867909.0,1325605.0,1542304.0
2014,,2877577.0,1279496.0,1598081.0
2015,,2911258.0,1322122.0,1589136.0
2016,start of forecast,2938599.0,1362092.0,1576507.0
2017,,2962052.0,1385545.0,1576507.0
2018,,2987013.0,1410506.0,1576507.0
2019,,3012426.0,1435919.0,1576507.0
2020,,3034365.0,1457858.0,1576507.0
2021,,3066923.0,1490416.0,1576507.0
2022,,3089269.0,1512762.0,1576507.0
2023,,3118683.0,1542176.0,1576507.0
2024,,3139895.0,1563388.0,1576507.0
2025,,3164605.0,1588098.0,1576507.0
2026,,3204049.0,1627542.0,1576507.0
2027,,3231065.0,1654558.0,1576507.0
2028,,3258811.0,1682304.0,1576507.0
2029,,3283724.0,1707217.0,1576507.0
2030,,3309738.0,1733231.0,1576507.0
2031,,3338850.0,1762343.0,1576507.0
2032,,3374778.0,1798271.0,1576507.0
2033,,3402328.0,1825821.0,1576507.0
2034,,3434346.0,1857839.0,1576507.0
2035,,3462553.0,1886046.0,1576507.0
2036,,3489992.0,1913485.0,1576507.0
2037,,3519255.0,1942748.0,1576507.0
2038,,3556779.0,1980272.0,1576507.0
2039,,3586308.0,2009801.0,1576507.0
2040,,3615329.0,2038822.0,1576507.0
