year,annotation,consumption,consumption residential,consumption non-residential
2003,,751256.0,345652.0,405604.0
2004,,730493.0,328713.0,401780.0
2005,,735056.0,316224.0,418832.0
2006,,747924.0,317337.0,430587.0
2007,,768592.0,338538.0,430054.0
2008,,804577.0,352786.0,451791.0
2009,,864927.0,417189.0,447738.0
2010,,1084130.0,371043.0,713087.0
2011,,1082431.0,382206.0,700225.0
2012,,986822.0,377445.0,609377.0
2013,,979977.0,377684.0,602293.0
2014,start of forecast,1037137.0,399839.0,637298.0
2015,,1049211.0,411913.0,637298.0
2016,,1061110.0,423812.0,637298.0
2017,,1072868.0,435570.0,637298.0
2018,,1084542.0,447244.0,637298.0
2019,,1096152.0,458853.0,637298.0
2020,,1107643.0,470345.0,637298.0
2021,,1119043.0,481744.0,637298.0
2022,,1130451.0,493153.0,637298.0
2023,,1141899.0,504601.0,637298.0
2024,,1153330.0,516032.0,637298.0
2025,,1164639.0,527341.0,637298.0
2026,,1175735.0,538437.0,637298.0
2027,,1186636.0,549338.0,637298.0
2028,,1197368.0,560069.0,637298.0
2029,,1208176.0,570878.0,637298.0
2030,,1218801.0,581503.0,637298.0
2031,,1229253.0,591955.0,637298.0
2032,,1239389.0,602091.0,637298.0
2033,,1249335.0,612037.0,637298.0
2034,,1259127.0,621829.0,637298.0
2035,,1268835.0,631536.0,637298.0
2036,,1278516.0,641217.0,637298.0
2037,,1288078.0,650780.0,637298.0
2038,,1297449.0,660151.0,637298.0
2039,,1306577.0,669278.0,637298.0
2040,,1315504.0,678205.0,637298.0
