year,Base case cost,Modeled non-residential ashp
2017,70519.4895524,187071.349282
2018,75239.7154475,187422.663637
2019,81533.3499742,188654.100644
2020,84537.1300892,188199.038868
2021,86539.6501659,187263.600029
2022,88113.0587976,186148.481039
2023,89114.3188359,184777.133545
2024,90115.5788743,183450.306129
2025,91116.8389126,182166.955464
2026,92404.1732476,181076.971257
2027,93548.4704343,179952.995361
2028,94406.6933243,178718.601611
2029,95550.990511,177674.658479
2030,96266.1762527,176442.96741
2031,97553.5105877,175550.803743
