year,Base case cost,Modeled residential ashp
2017,96163.1021697,259870.702891
2018,101587.550827,257329.404678
2019,110115.389446,258271.908316
2020,113568.905611,253942.219872
2021,117395.908087,250062.168455
2022,119144.59753,244224.646328
2023,121926.585477,239553.285062
2024,124414.55501,234732.889014
2025,125555.270025,228755.221235
2026,128740.933192,225041.19265
2027,129895.604527,219412.559728
2028,131050.275862,213945.598841
2029,132369.900245,208817.863012
2030,131584.763673,201690.383725
2031,133051.397263,197030.797344
