year,Base case cost,Modeled non-residential ashp
2017,1007550.00374,1058642.87387
2018,1072856.98837,1118972.0683
2019,1158686.9727,1199133.19559
2020,1205355.04057,1241854.79604
2021,1238806.5849,1271797.86612
2022,1266409.98695,1296178.4312
2023,1288249.25143,1315079.10765
2024,1310068.52899,1334167.22321
2025,1330206.97362,1351554.20656
2026,1354607.23735,1373105.94962
2027,1377104.54092,1392882.81173
2028,1395554.12418,1408814.26678
2029,1424699.12326,1435264.91116
2030,1441332.02668,1449554.32715
2031,1466658.57056,1472283.36562
