year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,1592652.0,865774.0,726878.0
2004,,1603873.0,862841.0,741032.0
2005,,1592045.0,849723.0,742322.0
2006,,1560593.0,826117.0,734476.0
2007,,1510097.0,838049.0,672048.0
2008,,1473827.0,829915.0,643912.0
2009,,1445008.0,799339.0,645669.0
2010,,1520023.0,796802.0,723221.0
2011,,1443308.0,773409.0,669899.0
2012,,1397038.0,802420.0,594618.0
2013,,1569375.0,828306.0,741069.0
2014,start of forecast,1499745.0,831217.0,668529.0
2015,,1506239.0,837711.0,668529.0
2016,,1512405.0,843877.0,668529.0
2017,,1519072.0,850544.0,668529.0
2018,,1526121.0,857593.0,668529.0
2019,,1533443.0,864914.0,668529.0
2020,,1543193.0,874664.0,668529.0
2021,,1550458.0,881929.0,668529.0
2022,,1559647.0,891118.0,668529.0
2023,,1566899.0,898370.0,668529.0
2024,,1576912.0,908384.0,668529.0
2025,,1583829.0,915300.0,668529.0
2026,,1591620.0,923091.0,668529.0
2027,,1599594.0,931066.0,668529.0
2028,,1607721.0,939192.0,668529.0
2029,,1616454.0,947925.0,668529.0
2030,,1624645.0,956117.0,668529.0
2031,,1632264.0,963735.0,668529.0
2032,,1640553.0,972024.0,668529.0
2033,,1648633.0,980104.0,668529.0
2034,,1656930.0,988401.0,668529.0
2035,,1665267.0,996738.0,668529.0
2036,,1673159.0,1004630.0,668529.0
2037,,1681503.0,1012974.0,668529.0
2038,,1691477.0,1022948.0,668529.0
2039,,1700055.0,1031527.0,668529.0
2040,,1708700.0,1040172.0,668529.0
