year,Base case cost,Modeled residential ashp
2017,1007550.00374,1094747.09133
2018,1072856.98837,1151645.00749
2019,1158686.9727,1227876.11199
2020,1205355.04057,1267899.52883
2021,1238806.5849,1295455.38445
2022,1266409.98695,1317650.53356
2023,1288249.25143,1334566.66761
2024,1310068.52899,1351816.0993
2025,1330206.97362,1367347.03995
2026,1354607.23735,1386970.40828
2027,1377104.54092,1404908.05777
2028,1395554.12418,1419142.75258
2029,1424699.12326,1443767.72798
2030,1441332.02668,1456480.56526
2031,1466658.57056,1477448.45601
