year,Base case cost,Modeled non-residential ashp
2017,98221.6117386,72642.5647503
2018,107567.911357,82200.4020155
2019,120585.971541,95513.1039205
2020,126594.30701,101657.427877
2021,130933.660404,106094.995178
2022,134271.624554,109508.508487
2023,136608.199459,111897.967804
2024,138610.977948,113946.075789
2025,140947.552853,116335.535105
2026,143617.924173,119066.345753
2027,145954.499077,121455.805069
2028,147957.277567,123503.913054
2029,150293.852472,125893.372371
2030,151962.834547,127600.129025
2031,154967.002281,130672.291003
