year,Base case cost,Modeled residential ashp
2017,356691.714015,-49375.9012815
2018,384358.527719,-20938.3665917
2019,416807.101719,12583.7116376
2020,430190.951053,26463.0244619
2021,437299.725146,33929.6332982
2022,432784.344035,29689.5096824
2023,432347.451984,29445.2978778
2024,422516.069433,19779.069823
2025,421417.203536,18872.884173
2026,412647.296549,10323.1831812
2027,410847.517169,8716.0840479
2028,407855.026162,5888.7475377
2029,396763.158046,-5010.44033187
2030,383441.625227,-18194.3444033
2031,381982.938109,-19405.299776
