year,Base case cost,Modeled non-residential ashp
2017,14302.194385,16297.3431038
2018,15949.5923005,17481.1761626
2019,18340.9763715,19199.6435062
2020,19456.9556046,20001.5949332
2021,20254.0836282,20574.417381
2022,20838.6441789,20994.4871761
2023,21210.6372566,21261.8043184
2024,21582.6303343,21529.1214608
2025,21954.623412,21796.4386031
2026,22486.0420944,22178.320235
2027,22911.1770403,22483.8255405
2028,23230.0282498,22712.9545196
2029,23708.305064,23056.6479883
2030,23974.0144052,23247.5888043
2031,24505.4330876,23629.4704362
