year,Base case cost,Modeled non-residential ashp
2017,413841.874762,400484.482819
2018,440158.686754,425339.114392
2019,476344.303244,460081.397357
2020,492792.310739,475147.683463
2021,503976.955836,484990.165968
2022,512529.919734,492235.909492
2023,518451.202432,496884.185806
2024,523056.644531,500248.188911
2025,528977.927229,504955.034644
2026,536215.050527,511004.04478
2027,542136.333226,515766.746667
2028,546741.775324,519242.493498
2029,553320.978322,524715.416541
2030,557268.500121,527586.230882
2031,564505.623419,533766.907384
