year,Base case cost,Modeled non-residential ashp
2017,724330.096821,917986.195738
2018,767227.431902,953906.081391
2019,824973.844511,1003579.10638
2020,853022.102063,1025994.88681
2021,872820.8721,1040896.30402
2022,886020.052125,1049800.31839
2023,895919.437144,1055742.76469
2024,904168.924659,1060240.68997
2025,914068.309678,1066330.01354
2026,925617.5922,1074009.0346
2027,935516.977218,1080238.43126
2028,943766.464734,1085016.5815
2029,955315.747255,1092898.39273
2030,961915.337268,1096288.16571
2031,975114.517292,1105816.20315
