year,Base case cost,Modeled residential ashp
2017,1169855.5861,2086884.73337
2018,1271403.03365,2154806.50334
2019,1401789.89261,2246631.27969
2020,1492496.31362,2309913.71816
2021,1563842.49364,2357219.91286
2022,1632203.83273,2404320.04133
2023,1695652.02141,2448085.07344
2024,1756893.4168,2490616.58402
2025,1822256.60008,2537042.8633
2026,1891991.35316,2587605.05167
2027,1959436.0523,2636824.52874
2028,2024340.91561,2684443.27142
2029,2105357.69571,2747317.82111
2030,2168444.31535,2794376.84659
2031,2255608.89211,2863450.74283
