year,Base case cost,Modeled residential ashp
2017,9445.27652596,63208.9891028
2018,10128.254835,62373.6973048
2019,10485.9270037,60968.7886081
2020,10891.9292173,60200.6992667
2021,10582.6760654,58914.9249177
2022,10794.5047066,58217.2600249
2023,10337.3768536,56969.3893652
2024,10428.4477923,56336.0523653
2025,9951.50367124,55096.5539144
2026,10106.0447075,54450.0678312
2027,9605.11247243,53213.4639365
2028,9685.75379627,52623.4777424
2029,9180.09059646,51381.7434281
2030,9255.51711291,50811.5788594
2031,9376.19953924,50220.6397988
