year,Base case cost,Modeled non-residential ashp
2017,13554.5824199,13857.3459195
2018,14844.3717673,14640.3000001
2019,16640.8640726,15979.8456579
2020,17470.0143674,16297.2610628
2021,18068.8451358,16381.4219784
2022,18529.4841884,16330.6646487
2023,18851.9315253,16144.6830961
2024,19128.3149569,15921.8280154
2025,19450.7622937,15760.4571926
2026,19819.2735358,15660.2856569
2027,20141.7208727,15522.3854934
2028,20418.1043043,15346.4848972
2029,20740.5516411,15230.9680938
2030,20970.8711674,15027.6014577
2031,21385.4463148,15032.0806591
