year,annotation,consumption,consumption residential,consumption non-residential
2003,,3024440.0,444559.0,2579881.0
2004,,3236417.0,441696.0,2794721.0
2005,,3189443.0,428012.0,2761431.0
2006,,2914997.0,415574.0,2499423.0
2007,,3069216.0,525023.0,2544193.0
2008,,3059559.0,515366.0,2544193.0
2009,,3179181.0,532841.0,2646340.0
2010,,3076706.0,561347.0,2515359.0
2011,,3011841.0,584044.0,2427797.0
2012,,3519456.0,614316.0,2905140.0
2013,,3281212.0,685518.0,2595694.0
2014,,3232077.0,667877.0,2564200.0
2015,,3161759.0,689075.0,2472684.0
2016,start of forecast,3167810.0,623617.0,2544193.0
2017,,3178928.0,634735.0,2544193.0
2018,,3189625.0,645432.0,2544193.0
2019,,3199854.0,655661.0,2544193.0
2020,,3210289.0,666096.0,2544193.0
2021,,3220491.0,676298.0,2544193.0
2022,,3230102.0,685909.0,2544193.0
2023,,3239494.0,695301.0,2544193.0
2024,,3248707.0,704515.0,2544193.0
2025,,3258283.0,714091.0,2544193.0
2026,,3268070.0,723877.0,2544193.0
2027,,3278347.0,734155.0,2544193.0
2028,,3288965.0,744772.0,2544193.0
2029,,3297991.0,753798.0,2544193.0
2030,,3307190.0,762997.0,2544193.0
2031,,3316975.0,772782.0,2544193.0
2032,,3328183.0,783990.0,2544193.0
2033,,3339848.0,795656.0,2544193.0
2034,,3351501.0,807308.0,2544193.0
2035,,3362800.0,818607.0,2544193.0
2036,,3373542.0,829349.0,2544193.0
2037,,3383831.0,839638.0,2544193.0
2038,,3394382.0,850189.0,2544193.0
2039,,3405666.0,861474.0,2544193.0
2040,,3417417.0,873225.0,2544193.0
