year,Base case cost,Modeled residential ashp
2017,1006403.66116,1549306.22223
2018,1100670.19833,1634741.0237
2019,1221662.0557,1743630.13215
2020,1287556.11094,1803309.26227
2021,1320264.60012,1832092.53558
2022,1345571.9718,1854128.89403
2023,1356820.95033,1863415.26463
2024,1367790.98817,1872422.69454
2025,1378482.08531,1881151.18375
2026,1385805.88646,1885858.17431
2027,1399035.28946,1896797.86806
2028,1408680.35899,1904480.32966
2029,1411071.61332,1904581.87473
2030,1406480.16119,1898354.91599
2031,1410782.10481,1900040.04903
