year,Base case cost,Modeled residential ashp
2017,146288.071466,1199874.54723
2018,164747.755308,1164390.87411
2019,189156.898655,1121345.93478
2020,201520.624386,1093135.55353
2021,211260.733748,1070235.63273
2022,217943.601986,1049679.15949
2023,223488.533582,1030852.24785
2024,228729.850674,1014581.19049
2025,233760.974675,997164.114179
2026,240022.705338,978771.677803
2027,246018.330791,962949.63308
2028,250555.505059,947235.846876
2029,256013.803591,928952.825036
2030,259988.628825,914526.401868
2031,267391.375264,898761.291317
