year,annotation,consumption,consumption residential,consumption non-residential
2013,,406700.0,149132.0,257568.0
2014,,381418.0,163135.0,218283.0
2015,,343224.0,129185.0,214039.0
2016,start of forecast,354363.0,124399.0,229963.0
2017,,341301.0,111338.0,229963.0
2018,,328967.0,99003.0,229963.0
2019,,316861.0,86898.0,229963.0
2020,,302354.0,72391.0,229963.0
2021,,289567.0,59604.0,229963.0
2022,,276469.0,46506.0,229963.0
2023,,266557.0,36594.0,229963.0
2024,,256251.0,26288.0,229963.0
2025,,245128.0,15164.0,229963.0
2026,,231463.0,1500.0,229963.0
2027,,217649.0,-12314.0,229963.0
2028,,201803.0,-28161.0,229963.0
2029,,186026.0,-43938.0,229963.0
2030,,172514.0,-57449.0,229963.0
2031,,159087.0,-70876.0,229963.0
2032,,145595.0,-84368.0,229963.0
2033,,132361.0,-97602.0,229963.0
2034,,119577.0,-110387.0,229963.0
2035,,108391.0,-121572.0,229963.0
2036,,96707.0,-133256.0,229963.0
2037,,86065.0,-143899.0,229963.0
2038,,76030.0,-153933.0,229963.0
2039,,65186.0,-164777.0,229963.0
2040,,56431.0,-173532.0,229963.0
