year,Base case cost,Modeled non-residential ashp
2017,398047.506097,614149.399798
2018,426374.29651,642010.078796
2019,464615.463566,680285.341256
2020,482319.707574,697114.433713
2021,494358.593499,708055.829595
2022,503564.800383,716072.298584
2023,509938.328226,721162.931938
2024,514895.516548,724808.692329
2025,521269.044391,729972.413353
2026,528350.741994,735912.323601
2027,534724.269837,741145.74646
2028,539681.458159,744930.949729
2029,546763.155762,750971.770492
2030,551012.174324,754080.963589
2031,558093.871927,760185.177802
