year,Base case cost,Modeled residential ashp
2017,553776.521171,1206954.54538
2018,605025.11236,1253135.49705
2019,659289.327123,1303445.11905
2020,684411.648773,1322859.47065
2021,715222.044526,1347602.18005
2022,728541.287271,1354756.21964
2023,751922.132413,1371870.39018
2024,759231.68223,1372941.05652
2025,768629.674853,1376390.43441
2026,793742.990786,1395775.15898
2027,803317.961822,1399704.84082
2028,825750.891718,1416505.70893
2029,836586.391108,1422051.75513
2030,858388.049234,1438437.28311
2031,869420.191306,1444455.84496
