year,Base case cost,Modeled non-residential ashp
2017,481872.786563,583686.482143
2018,510220.768116,610803.464613
2019,550298.948934,649141.267415
2020,567894.247829,665972.497914
2021,580601.963698,678128.386607
2022,590377.129751,687479.070218
2023,597219.745988,694024.548745
2024,603084.84562,699634.958911
2025,608949.945252,705245.369077
2026,616770.078094,712725.915966
2027,623612.694331,719271.394493
2028,629477.793963,724881.804659
2029,636320.4102,731427.283186
2030,641207.993227,736102.624992
2031,649028.126069,743583.17188
