year,Base case cost,Modeled non-residential ashp
2017,1006403.66116,1412856.36623
2018,1100670.19833,1504857.44932
2019,1221662.0557,1622744.79555
2020,1287556.11094,1687044.64236
2021,1320264.60012,1718746.26306
2022,1345571.9718,1743214.57767
2023,1356820.95033,1753960.12196
2024,1367790.98817,1764426.72556
2025,1378482.08531,1774614.38846
2026,1385805.88646,1781266.94395
2027,1399035.28946,1793909.007
2028,1408680.35899,1803050.6423
2029,1411071.61332,1804854.55668
2030,1406480.16119,1799843.57602
2031,1410782.10481,1803474.27398
