year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,640145.0,344926.0,295219.0
2004,,654497.0,357020.0,297477.0
2005,,626672.0,331173.0,295499.0
2006,,593536.0,312184.0,281352.0
2007,,563665.0,264827.0,298838.0
2008,,587060.0,289593.0,297467.0
2009,,607080.0,313124.0,293956.0
2010,,633809.0,324181.0,309628.0
2011,,619301.0,305323.0,313978.0
2012,,632233.0,300471.0,331762.0
2013,,570905.0,277620.0,293285.0
2014,start of forecast,632723.0,319715.0,313008.0
2015,,633221.0,320213.0,313008.0
2016,,633924.0,320916.0,313008.0
2017,,634783.0,321774.0,313008.0
2018,,635777.0,322768.0,313008.0
2019,,637011.0,324002.0,313008.0
2020,,638104.0,325096.0,313008.0
2021,,639279.0,326271.0,313008.0
2022,,640396.0,327388.0,313008.0
2023,,641480.0,328471.0,313008.0
2024,,642488.0,329480.0,313008.0
2025,,643736.0,330728.0,313008.0
2026,,645201.0,332193.0,313008.0
2027,,646968.0,333960.0,313008.0
2028,,648605.0,335597.0,313008.0
2029,,650068.0,337059.0,313008.0
2030,,651756.0,338747.0,313008.0
2031,,653341.0,340333.0,313008.0
2032,,655211.0,342202.0,313008.0
2033,,656821.0,343813.0,313008.0
2034,,658406.0,345398.0,313008.0
2035,,659938.0,346930.0,313008.0
2036,,661417.0,348408.0,313008.0
2037,,662700.0,349692.0,313008.0
2038,,663934.0,350925.0,313008.0
2039,,665162.0,352154.0,313008.0
2040,,666451.0,353443.0,313008.0
