year,Base case cost,Modeled non-residential ashp
2017,295209.248392,317108.784874
2018,316577.098392,336554.6989
2019,345881.578392,363524.903917
2020,359923.308392,376077.2136
2021,369080.958392,384027.271918
2022,375796.568392,389684.338506
2023,380680.648392,393625.437627
2024,384954.218392,397005.017614
2025,389838.298392,400977.535751
2026,395332.888392,405542.62821
2027,400216.968392,409545.109852
2028,403880.028392,412407.218797
2029,414262.893717,421903.966108
2030,417351.893717,424253.015827
2031,423529.893717,429539.054384
