year,Base case cost,Modeled residential ashp
2017,36019.981235,85169.7636573
2018,38378.4330164,80942.5664992
2019,42661.3806419,76942.9286938
2020,44181.1887531,73706.382793
2021,45217.4215562,70966.3472352
2022,45977.3256118,68527.2123922
2023,46529.9831067,66323.1358103
2024,46944.476228,64288.2975291
2025,47428.0515361,62227.1562505
2026,48049.7912179,60073.9361527
2027,48602.4487129,58022.3701277
2028,49016.9418342,56136.4679472
2029,50858.6638602,55311.0106889
2030,51212.5640458,53567.8039915
2031,51849.58438,51605.3542958
