year,Base case cost,Modeled transmission and interties
2021,643136.062149,1938412.88075
2022,655665.658404,1931833.35514
2023,665415.333622,1922360.44949
2024,672727.590035,1910898.31322
2025,681258.555851,1901646.09416
2026,693171.31556,1896188.99653
2027,702934.291836,1888470.08583
2028,710256.524043,1879268.27886
2029,722222.487982,1874545.63457
2030,729323.590107,1865343.95571
2031,741342.758277,1862000.0819
2032,752370.997656,1858056.49351
2033,763399.237035,1854477.03478
2034,773376.692865,1850217.67084
2035,780718.876658,1843650.35916
2036,794033.235311,1842833.06685
2037,801385.394898,1836946.78855
2038,813515.959425,1836153.24505
2039,823219.080941,1833247.01906
2040,836734.618091,1833925.61412
