year,Base case cost,Modeled non-residential ashp
2017,20444.9234101,30044.2714361
2018,21783.5794667,30157.2881809
2019,23619.4506301,30449.6434048
2020,24460.8915799,30407.5899494
2021,25034.6013185,30281.1351867
2022,25455.3217934,30109.6012003
2023,25761.3003206,29905.9781443
2024,25990.784216,29683.2602969
2025,26258.5154274,29480.7822703
2026,26602.7412705,29311.5464357
2027,26908.7197977,29135.8866048
2028,27138.2036931,28940.4765962
2029,27482.4295362,28791.0026083
2030,27673.6661158,28595.1371301
2031,28017.8919589,28458.0778181
