year,Base case cost,Modeled non-residential ashp
2017,130041.906247,178143.386726
2018,144724.703797,190963.718513
2019,165933.189147,209481.975538
2020,175721.720847,218028.863396
2021,182791.215964,224201.615738
2022,187685.481814,228475.059667
2023,191492.133031,231798.84939
2024,194754.976931,234647.812009
2025,198017.820831,237496.774628
2026,202368.279364,241295.391454
2027,206174.930581,244619.181176
2028,209437.774481,247468.143796
2029,213788.233014,251266.760622
2030,215963.462281,253166.069034
2031,220857.728131,257439.512963
