year,Base case cost,Modeled residential ashp
2017,695145.470123,1225901.598
2018,747861.340907,1254674.75156
2019,811706.291555,1289556.44529
2020,852078.109116,1311229.52173
2021,877648.854726,1320978.42353
2022,907444.117678,1336241.27851
2023,930777.510431,1347380.74345
2024,946931.570831,1351564.88123
2025,972529.313348,1364884.18146
2026,1000267.15159,1380029.93065
2027,1026555.19434,1394461.78018
2028,1051310.60556,1408092.00444
2029,1070364.09193,1415691.98565
2030,1093724.93168,1428848.16322
2031,1123105.68447,1446632.16942
