year,annotation,consumption,consumption residential,consumption non-residential
2003,,595825.0,264493.0,331332.0
2004,,629669.0,274965.0,354704.0
2005,,818452.0,314552.0,503900.0
2006,,882469.0,347539.0,534930.0
2007,,937800.0,409926.0,527874.0
2008,,991665.0,445333.0,546332.0
2009,,1078107.0,518289.0,559818.0
2010,,1161834.0,573035.0,588799.0
2011,,1234117.0,592789.0,641328.0
2012,,1225417.0,641447.0,583970.0
2013,,1204353.0,664485.0,539868.0
2014,,1059903.0,598620.0,461283.0
2015,,1166928.0,631836.0,535092.0
2016,start of forecast,1044017.0,531936.0,512081.0
2017,,1053864.0,541783.0,512081.0
2018,,1065705.0,553624.0,512081.0
2019,,1078814.0,566733.0,512081.0
2020,,1091918.0,579837.0,512081.0
2021,,1104669.0,592588.0,512081.0
2022,,1117341.0,605260.0,512081.0
2023,,1131726.0,619645.0,512081.0
2024,,1145211.0,633130.0,512081.0
2025,,1158371.0,646290.0,512081.0
2026,,1171655.0,659574.0,512081.0
2027,,1184398.0,672317.0,512081.0
2028,,1196256.0,684175.0,512081.0
2029,,1211641.0,699560.0,512081.0
2030,,1226104.0,714023.0,512081.0
2031,,1238970.0,726889.0,512081.0
2032,,1249370.0,737289.0,512081.0
2033,,1258634.0,746553.0,512081.0
2034,,1267854.0,755773.0,512081.0
2035,,1277699.0,765618.0,512081.0
2036,,1288674.0,776593.0,512081.0
2037,,1299421.0,787340.0,512081.0
2038,,1309238.0,797157.0,512081.0
2039,,1318220.0,806139.0,512081.0
2040,,1326156.0,814075.0,512081.0
