year,Base case cost,Modeled non-residential ashp
2017,219366.01768,243919.049123
2018,239653.160836,262494.519048
2019,272487.160836,293083.762225
2020,287980.423369,307322.084718
2021,298810.927903,317170.273201
2022,306883.172436,324424.885161
2023,312656.93097,329519.487246
2024,317375.072037,333626.166325
2025,318469.877726,334072.993166
2026,325264.97026,340149.96673
2027,330889.045327,345130.480152
2028,335676.10186,349329.777552
2029,337343.588016,350323.964045
2030,341164.563083,353623.68211
2031,347922.72015,359696.688589
