year,Base case cost,Modeled residential ashp
2017,219366.01768,287278.671256
2018,239653.160836,302111.155829
2019,272487.160836,327780.561377
2020,287980.423369,339281.988799
2021,298810.927903,346993.99365
2022,306883.172436,352475.015753
2023,312656.93097,356100.820907
2024,317375.072037,358887.356235
2025,318469.877726,357932.800881
2026,325264.97026,362452.991031
2027,330889.045327,366040.562405
2028,335676.10186,368969.397936
2029,337343.588016,368503.790772
2030,341164.563083,370678.546619
2031,347922.72015,375264.427442
