year,Base case cost,Modeled residential ashp
2017,155969.601841,265429.221224
2018,166674.270144,270220.301834
2019,178586.638372,274627.080877
2020,185261.966717,276811.638269
2021,190506.867559,278110.742458
2022,193844.531732,278210.957319
2023,196705.386737,278047.814529
2024,194544.365104,273239.675317
2025,196879.577619,272809.808971
2026,195506.141024,268552.239736
2027,198249.796055,268456.215742
2028,195805.541152,263544.842059
2029,198490.596196,263476.02405
2030,200280.632893,262882.73687
2031,198536.063048,258466.124933
