year,Base case cost,Modeled non-residential ashp
2017,393080.060408,484250.235547
2018,420058.340878,506346.663172
2019,459299.476107,539366.423953
2020,476467.47277,552843.926187
2021,489956.613006,563098.49403
2022,498540.611337,569041.142792
2023,505898.324193,573934.993382
2024,510803.466096,576691.105773
2025,516934.893476,580572.64447
2026,524292.606331,585578.732775
2027,531650.319187,590620.493813
2028,536555.461091,593521.050002
2029,543913.173946,598631.667835
2030,548818.31585,601599.466995
2031,556176.028705,606775.751793
