year,Base case cost,Modeled non-residential ashp
2017,1328396.21955,1542199.64616
2018,1401246.39823,1608525.63188
2019,1506720.39141,1706705.38774
2020,1556476.99009,1750898.78026
2021,1595416.81414,1784945.11654
2022,1618940.46282,1803953.99242
2023,1643505.08644,1824284.16969
2024,1655325.39512,1832148.30157
2025,1680083.72917,1852841.59087
2026,1700838.58829,1869516.85786
2027,1725839.20191,1890613.98066
2028,1740724.10147,1901769.62
2029,1758590.84059,1915886.93816
2030,1777901.4042,1931714.98259
2031,1798825.45376,1948940.26145
