year,Base case cost,Modeled residential ashp
2017,1328396.21955,1736484.96024
2018,1401246.39823,1795442.57064
2019,1506720.39141,1885202.23899
2020,1556476.99009,1923242.50937
2021,1595416.81414,1951995.42296
2022,1618940.46282,1966185.19942
2023,1643505.08644,1982040.73491
2024,1655325.39512,1985772.59672
2025,1680083.72917,2002163.0321
2026,1700838.58829,2014490.60168
2027,1725839.20191,2031448.7002
2028,1740724.10147,2038672.09135
2029,1758590.84059,2048806.62537
2030,1777901.4042,2060982.72954
2031,1798825.45376,2074246.49684
