year,Base case cost,Modeled residential ashp
2017,856978.849563,1022089.2136
2018,939703.00641,1094062.50074
2019,1045790.79348,1185815.79485
2020,1112815.15592,1245998.69475
2021,1180017.79202,1308314.57189
2022,1229191.19444,1354230.13501
2023,1285270.82433,1407703.49346
2024,1338131.12465,1458609.09018
2025,1383713.07091,1501910.54893
2026,1444793.54172,1560058.96437
2027,1504730.43356,1617389.58477
2028,1560965.83808,1671670.2857
2029,1625260.69385,1733033.0861
2030,1680738.24559,1786881.71818
2031,1758067.6768,1861279.09402
