year,Base case cost,Modeled transmission and interties
2021,507926.993429,2194011.54999
2022,525191.069993,2215119.96573
2023,540288.436081,2232437.83585
2024,553170.218526,2247266.41279
2025,567246.431591,2263429.46934
2026,584536.425744,2283243.25672
2027,600977.063467,2302112.80607
2028,614498.640119,2317664.92103
2029,632720.186486,2338548.48534
2030,645481.267014,2353256.85366
2031,664448.499454,2375000.00041
2032,683655.654721,2397014.47393
2033,703102.732817,2419300.27419
2034,724628.401584,2443953.02777
2035,740107.86699,2461751.88742
2036,762508.069275,2487409.93596
2037,778749.51181,2506086.80146
2038,801675.470909,2532339.42407
2039,822195.537206,2555887.53443
2040,847254.884165,2582941.29688
