year,Base case cost,Modeled residential ashp
2017,244593.273869,312224.733509
2018,265325.209035,330548.835788
2019,284584.387955,346597.570859
2020,301039.154932,361536.294907
2021,315140.817068,374567.809093
2022,327838.660827,386463.04189
2023,331289.85982,389379.166908
2024,341955.055183,399598.467293
2025,353356.340939,410464.679073
2026,357570.445418,414054.530582
2027,369226.47456,425175.485749
2028,380414.564243,435917.680453
2029,393021.204524,447900.067763
2030,395590.154786,450112.302043
2031,409093.77602,462902.491309
