year,annotation,consumption,consumption residential,consumption non-residential
2003,,575147.0,267863.0,307284.0
2004,,541534.0,228465.0,313069.0
2005,,536601.0,229496.0,307105.0
2006,,499525.0,209794.0,289731.0
2007,,478837.0,204937.0,273900.0
2008,,502445.0,222479.0,279966.0
2009,,515569.0,225777.0,289792.0
2010,,540808.0,227345.0,313463.0
2011,,535407.0,234491.0,300916.0
2012,,558561.0,228084.0,330477.0
2013,,545212.0,218473.0,326739.0
2014,start of forecast,551629.0,232252.0,319377.0
2015,,555983.0,236606.0,319377.0
2016,,560503.0,241126.0,319377.0
2017,,565181.0,245803.0,319377.0
2018,,569871.0,250493.0,319377.0
2019,,574698.0,255321.0,319377.0
2020,,579535.0,260157.0,319377.0
2021,,584288.0,264910.0,319377.0
2022,,589021.0,269644.0,319377.0
2023,,593708.0,274331.0,319377.0
2024,,598439.0,279061.0,319377.0
2025,,603145.0,283768.0,319377.0
2026,,607862.0,288485.0,319377.0
2027,,612477.0,293100.0,319377.0
2028,,617029.0,297652.0,319377.0
2029,,622207.0,302830.0,319377.0
2030,,627218.0,307840.0,319377.0
2031,,632013.0,312635.0,319377.0
2032,,636243.0,316866.0,319377.0
2033,,640276.0,320899.0,319377.0
2034,,644309.0,324932.0,319377.0
2035,,648482.0,329104.0,319377.0
2036,,652877.0,333500.0,319377.0
2037,,657491.0,338114.0,319377.0
2038,,662007.0,342630.0,319377.0
2039,,666224.0,346847.0,319377.0
2040,,670218.0,350841.0,319377.0
