year,Base case cost,Modeled non-residential ashp
2017,453586.777697,526511.853222
2018,507762.247633,579063.634021
2019,592090.141962,661194.772458
2020,627810.388186,695864.396299
2021,663764.773273,731118.366464
2022,694992.697813,761805.061291
2023,708465.900355,774896.219331
2024,731478.058187,797621.843785
2025,745193.271778,810955.012873
2026,774625.967497,839941.990006
2027,788583.192137,853517.170142
2028,814089.512789,878705.120375
2029,829472.018117,893673.744159
2030,853236.994697,917184.024404
2031,884666.281567,948167.592687
