year,Base case cost,Modeled residential ashp
2017,201999.94873,330144.324999
2018,221800.355959,349320.858689
2019,249904.159767,376539.164572
2020,262678.616044,388911.121791
2021,272259.458251,398190.089705
2022,279285.409203,404994.666176
2023,283756.4689,409324.851203
2024,288227.528597,413655.03623
2025,292698.588294,417985.221256
2026,298447.093618,423552.602005
2027,303556.876129,428501.384893
2028,298638.497994,423442.132089
2029,303592.521953,428235.156424
2030,307308.039922,431829.924676
2031,312881.316876,437222.077054
