year,Base case cost,Modeled non-residential ashp
2017,391383.145471,495730.493375
2018,419740.173353,525634.007983
2019,458022.160995,566003.752705
2020,475745.303422,584693.449335
2021,487797.040272,597402.443043
2022,497013.074334,607121.085291
2023,503393.405607,613849.376078
2024,509064.811184,619830.079
2025,514736.21676,625810.781921
2026,522534.399428,634034.248439
2027,528914.730702,640762.539226
2028,533877.210581,645995.654282
2029,540966.467552,653471.532934
2030,545220.021734,657957.060126
2031,553018.204402,666180.526643
