year,Base case cost,Modeled residential ashp
2017,308926.056659,395027.090247
2018,331308.79057,419242.872165
2019,361525.48135,451934.177754
2020,375514.690044,467069.041453
2021,394532.410545,486865.807356
2022,401986.379786,494915.5172
2023,407146.82003,500488.393245
2024,411733.878024,505442.060841
2025,416320.936019,510395.728437
2026,422628.140762,517207.021381
2027,438094.845883,533086.162304
2028,442205.218939,537517.318761
2029,448077.180447,543847.542272
2030,451600.357353,547645.676378
2031,468835.452542,565384.859769
