year,Base case cost,Modeled transmission and interties
2021,331361.099808,2251922.78038
2022,340357.328762,2233418.1414
2023,347877.561726,2213680.68192
2024,353137.0497,2192598.47571
2025,359147.893099,2173279.35344
2026,368229.275668,2157021.51683
2027,374253.476497,2138552.04431
2028,379524.652222,2119882.45543
2029,387913.118122,2105009.01991
2030,392441.286816,2086322.531
2031,399988.234639,2072029.84815
2032,409193.173433,2059252.48112
2033,417513.182505,2046434.65059
2034,426773.220697,2035096.37905
2035,432079.459676,2020153.10136
2036,440417.835213,2008825.72725
2037,445724.074192,1994461.69158
2038,455062.587284,1985097.48051
2039,461899.92165,1973587.54931
2040,471776.071291,1965288.94842
