year,Base case cost,Modeled non-residential ashp
2017,163928.882736,206029.559032
2018,176672.792484,218117.594822
2019,194372.667133,234906.533419
2020,202514.609472,242629.445173
2021,208532.566853,248337.684296
2022,212780.536769,252367.029559
2023,215612.516713,255053.259735
2024,218090.499164,257403.711139
2025,221276.476601,260425.720086
2026,224816.451531,263783.507805
2027,227648.431475,266469.737981
2028,230126.413926,268820.189384
2029,233666.388856,272177.977104
2030,235436.376321,273856.870963
2031,239330.348744,277550.437455
