year,Base case cost,Modeled residential ashp
2017,658259.128773,474947.885767
2018,742922.043776,524079.900696
2019,842107.007108,575890.330597
2020,893641.384681,603737.441454
2021,927997.636396,622302.182025
2022,951600.578102,632745.531111
2023,963570.887023,636820.08446
2024,962157.220913,628826.62204
2025,971075.58409,628533.270383
2026,982300.275862,629230.288059
2027,993157.200019,632191.456644
2028,1003833.57529,634972.076348
2029,988490.241993,610417.028212
2030,970096.66898,586759.618151
2031,966813.285584,572948.560659
