year,Base case cost,Modeled residential energy efficiency
2017,516505.207131,577842.597524
2018,564466.195753,615814.424751
2019,617824.735875,655854.083012
2020,645987.7135,677357.619707
2021,664763.031917,691693.310837
2022,676827.218678,700057.808192
2023,682535.940157,703546.716029
2024,679265.577922,698426.509091
2025,682479.953788,699051.102373
2026,686959.776611,700571.173671
2027,692070.172267,703461.755683
2028,697083.542113,706255.311887
2029,683738.676689,690320.663878
2030,669556.800039,674658.911466
2031,664479.495728,666621.855631
2032,676668.981261,675481.620698
2033,687504.079512,683356.967425
2034,699693.565045,692216.732493
2035,706465.501452,697138.824197
2036,705556.375352,692899.977632
