year,Base case cost,Modeled non-residential ashp
2017,6083.03308799,7334.33263316
2018,6778.58332916,6289.40769374
2019,7757.5058908,4917.18162788
2020,8221.20605158,4155.0097384
2021,8556.10061214,3549.14976838
2022,8787.95069253,3069.24075028
2023,8968.27853283,2654.68321194
2024,9122.84525309,2275.121704
2025,9277.41197335,1900.20348512
2026,9483.5009337,1469.33710494
2027,9663.828774,1073.14022152
2028,9792.63437422,741.7503567
2029,9998.72333456,323.859606025
2030,10127.5289348,0.8168581267
2031,10333.6178951,-408.922415806
