year,Base case cost,Modeled residential ashp
2017,3389.59801549,11008.622061
2018,3777.17370069,9385.98040959
2019,4322.65059096,7298.95612346
2020,4581.03438109,6086.16741493
2021,4104.88316853,4436.76781943
2022,4216.11578907,3614.89304214
2023,4302.63004948,2893.11939954
2024,5083.44730635,2932.69614699
2025,5169.57523639,2286.86427259
2026,5284.41247645,1563.71695633
2027,5384.8950615,892.609724409
2028,5456.66833653,316.524443624
2029,7120.5222261,1168.32862342
2030,8781.22164961,2197.85316695
2031,9760.36358709,2381.2380376
