year,annotation,consumption,consumption residential,consumption non-residential
2003,,617491.0,266922.0,350569.0
2004,,659880.0,277581.0,382299.0
2005,,661868.0,289638.0,372230.0
2006,,641128.0,286559.0,354569.0
2007,,631421.0,310000.0,321421.0
2008,,660930.0,323224.0,337706.0
2009,,714245.0,345761.0,368484.0
2010,,722840.0,369852.0,352988.0
2011,,765419.0,368934.0,396485.0
2012,,801584.0,409115.0,392469.0
2013,,701552.0,383725.0,317827.0
2014,start of forecast,715542.0,346615.0,368927.0
2015,,719728.0,350801.0,368927.0
2016,,724144.0,355217.0,368927.0
2017,,729045.0,360118.0,368927.0
2018,,734691.0,365764.0,368927.0
2019,,739366.0,370439.0,368927.0
2020,,743785.0,374858.0,368927.0
2021,,749885.0,380958.0,368927.0
2022,,753591.0,384664.0,368927.0
2023,,756990.0,388063.0,368927.0
2024,,760275.0,391348.0,368927.0
2025,,763792.0,394865.0,368927.0
2026,,768569.0,399642.0,368927.0
2027,,772704.0,403777.0,368927.0
2028,,776839.0,407912.0,368927.0
2029,,783843.0,414916.0,368927.0
2030,,790502.0,421575.0,368927.0
2031,,796213.0,427286.0,368927.0
2032,,800507.0,431580.0,368927.0
2033,,806472.0,437545.0,368927.0
2034,,810947.0,442020.0,368927.0
2035,,820626.0,451699.0,368927.0
2036,,825190.0,456263.0,368927.0
2037,,829861.0,460934.0,368927.0
2038,,835957.0,467030.0,368927.0
2039,,839554.0,470627.0,368927.0
2040,,847090.0,478163.0,368927.0
