year,Base case cost,Modeled non-residential ashp
2017,230365.932908,305631.21267
2018,251943.555898,326790.782428
2019,274654.529743,348928.868511
2020,289468.856398,363449.009558
2021,298825.273233,372619.624957
2022,298965.663319,372605.180513
2023,303527.052823,377073.669298
2024,300198.180557,373651.896314
2025,304642.751146,378003.566185
2026,302406.00603,375642.953445
2027,307455.049651,380583.612895
2028,303366.854445,376402.516971
2029,308279.609334,381206.887688
2030,303139.135258,375988.996348
2031,299792.61046,372518.603926
